ERR5883596,KQB09-20432,81.483
ERR5883673,KQB09-20432,70.8835
ERR5883995,KQB09-20432,73.183
ERR5885403,KQB09-20432,61.1039
ERR5906601,KQB09-20432,70.7132
ERR5908673,KQB09-20432,73.1588
ERR5917042,KQB09-20432,66.4619
ERR5943380,KQB09-20432,61.3537
ERR5948277,KQB09-20432,74.547
ERR5948286,KQB09-20432,73.5391
ERR5957074,KQB09-20432,74.5992
ERR5959749,KQB09-20432,73.327
ERR5987180,KQB09-20432,79.7577
ERR5987787,KQB09-20432,80.8581
ERR5988136,KQB09-20432,63.3126
SRR5258960,KQB09-20432,68.5268
SRR5258961,KQB09-20432,68.5875
SRR5259000,KQB09-20432,72.6135
SRR5259001,KQB09-20432,72.7637
ERR5880619,Q135,74.8188
ERR5881730,Q135,77.2738
ERR5881820,Q135,64.9326
ERR5881912,Q135,68.7614
ERR5883420,Q135,59.6005
ERR5884118,Q135,73.0928
ERR5886760,Q135,70.6664
ERR5919572,Q135,74.2326
ERR5927880,Q135,75.3574
ERR5947504,Q135,72.8499
ERR5948420,Q135,77.3512
ERR5954139,Q135,80.0455
ERR5978018,Q135,72.5004
ERR5986540,Q135,67.757
ERR5986956,Q135,69.6071
ERR5882008,Q151,81.7293
ERR5882378,Q151,72.3212
ERR5882631,Q151,80.4013
ERR5884011,Q151,78.8172
ERR5884014,Q151,78.9564
ERR5884047,Q151,79.6245
ERR5902818,Q151,80.1802
ERR5927883,Q151,80.444
ERR5950057,Q151,82.5613
ERR5950059,Q151,80.9138
ERR5954095,Q151,79.0271
ERR5970143,Q151,80.6027
ERR5976777,Q151,66.0297
ERR5976781,Q151,80.5066
ERR5979921,Q151,71.1121
ERR5881673,Q157,74.1846
ERR5881766,Q157,51.0559
ERR5883918,Q157,76.4333
ERR5900082,Q157,47.088
ERR5906604,Q157,71.5135
ERR5917041,Q157,75.8553
ERR5948284,Q157,74.6095
ERR5948291,Q157,70.2443
ERR5950935,Q157,67.7312
ERR5957071,Q157,79.3272
ERR5959253,Q157,75.7011
ERR5959255,Q157,81.0939
ERR5976733,Q157,60.9625
ERR5978222,Q157,63.9478
ERR5978239,Q157,73.1293
ERR5881556,Q238,73.9145
ERR5881831,Q238,54.7869
ERR5884032,Q238,61.0764
ERR5884190,Q238,68.9541
ERR5890966,Q238,75.6471
ERR5906605,Q238,70.3738
ERR5927881,Q238,72.0789
ERR5943487,Q238,77.418
ERR5948326,Q238,72.8277
ERR5948456,Q238,58.8172
ERR5950349,Q238,72.5055
ERR5954113,Q238,65.3378
ERR5954215,Q238,62.9973
ERR5975231,Q238,79.8278
ERR5981343,Q238,69.9425
ERR5881566,SRA3,64.8305
ERR5881616,SRA3,73.8066
ERR5882600,SRA3,77.6234
ERR5882821,SRA3,50.3327
ERR5884419,SRA3,71.1615
ERR5885438,SRA3,64.8924
ERR5927876,SRA3,53.3521
ERR5927878,SRA3,80.0935
ERR5934427,SRA3,65.6349
ERR5935630,SRA3,65.8135
ERR5952766,SRA3,56.1297
ERR5957083,SRA3,75.9779
ERR5970264,SRA3,66.7141
ERR5974750,SRA3,77.3957
ERR5976782,SRA3,67.0902
ERR5881408,SRA5,79.5177
ERR5881975,SRA5,76.0677
ERR5882606,SRA5,47.3809
ERR5884188,SRA5,62.634
ERR5900056,SRA5,75.9699
ERR5906599,SRA5,61.7522
ERR5914380,SRA5,66.2872
ERR5927882,SRA5,72.2254
ERR5947505,SRA5,70.3076
ERR5950343,SRA5,61.6058
ERR5952368,SRA5,63.8613
ERR5957070,SRA5,70.1659
ERR5960092,SRA5,65.0579
ERR5976778,SRA5,72.3896
ERR5986541,SRA5,76.9399
